,Laptop Brand,Price,Country of Origin,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Aspect Ratio,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Fingerprint Sensor,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,RAM,Solid State Drive,Sales Package,Security Lock Port,Chipset,Dedicated Memory,Maximum RAM Supported,Battery,Adapter Type,Other Features,USB Port Details,Battery Backup,RAM Slots,Hard Disk Capacity,Hard Disk Speed,Hard Disk Interface,Card Reader,RAM Bus Speed,Included Software,Thunderbolt,Optane Memory,Rear Camera,GPU Clock Speed,VGA,Optical Drive Speed
27,MSI,"₹96,800",,AMD Ryzen 5,5600H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),,,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"Full HD, 144Hz 72%NTSC IPS-Level, close to 100%sRGB",,802.11 ax Wi-Fi 6,v5.1,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Yes,Built-in microphone,Built-in Dual Speakers,2x 2W Realtek ALC233,No,AMD ‎Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon RX6600M,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 8 GB,,4 Cell Battery,180W Adapter,"4 cell, 90Whr",,,,,,,,,,,,,,,
28,Asus,"₹75,990",,Ryzen 7 ,4800H,Gaming,Netbook,Windows 11 Home (64-bit),399 x 268 x 23.3 mm,2.6 kg,1 year Onsite Warranty,FHD,No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,"Brightness: 250nits, Contrast: 1:800, 45% NTSC, 62.5% SRGB, Display, Refresh Rate: 144 Hz, Adobe: 47.34%",10/100/1000,Wi-Fi 6(802.11ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Dual Speakers,2-speaker system,No,AMD Ryzen 7 ,"4.2 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,1 TB,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Kensington Security Slot,,GDDR6 4 GB,,4 Cell Battery,180 W AC Adapter,"90WHrs, Li-ion",,,,,,,,3200 MHz,,,,,,,
29,MSI,"₹2,80,990",,Core i7,11800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),397 x 284 x 25.9 mm,2.9 kg,2 years Warranty,,No,17.3 inches,1920 x 1080 pixels,~ 127,,No,"Full HD Display (360Hz, Close to 100%sRGB)",Available,Killer Wi-Fi 6E AX1675,v5.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,Per key RGB Steelseries Keyboard,,Yes,Built-in Microphone,Built-in Speakers,2 x 1W Speakers,No,Intel Core i7,"4.6 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3080,32 GB DDR4,2 TB,"Laptop, Battery, Power Adapter, User Guide, Urban Raider Backpack",,,GDDR6 16 GB,,4 Cell Battery,280W AC Adapter,,,,,,,,1 x SD Express,,,,,,,,
30,MSI,"₹1,47,990",,Core i7,12700H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),,,2 years Warranty,QHD ,No,15.6 inches,2560 x 1440 pixels,~ 188,,Yes,165Hz DCI-P3 100% typical,Yes,Intel Wi-Fi 6 AX201(2x2 ax),v5.2,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,RGB Gaming Keyboard,Yes,Yes,Yes,Built-in Dual Speakers,Realtek ALC233,No,Intel Core i7,"3 GHz, Octa Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, battery, power adapter, user guide, Laptop Bag",,,GDDR6 6 GB,,3 Cell Battery,240 W Adapter,53.5 Whr,,,,,,,,,,,,,,,
31,Acer,"₹1,89,990",,Core i7,12700H,Gaming,Netbook,Windows 11 Home (64-bit),359.4 x 276.4 x 25.9 mm,2.6 kg,1 year Warranty,"QHD IPS, 165 Hz",No,15.6 inches,2560 x 1440 pixels,~ 188,16:9,No,DCI-P3 100%,Killer Ethernet E2600,Killer Wireless Wi-Fi 6E 1675i 802.11 a/b/g/n/ac/ax wireless LAN,v5.2,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Yes,Built-in Dual Microphone,Built-in Dual Speakers,DTS X:Ultra Audio,No,Intel Core i7,3.5 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,16 GB DDR5,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 8 GB,,4 Cell Battery,,,,,,,,,,,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",,,,,,
32,Asus,"₹1,34,990",,Ryzen 9 ,5900HS,Gaming,Netbook,Windows 10 Home,,1.3 kg,1 year Onsite Warranty,WUXGA,Yes,13.4 inches,1920 x 1200 pixels,~ 169,,Yes,"Brightness: 300nits, Contrast: 1000, 72% NTSC, 100% SRGB, Glossy Display, Refresh Rate: 120 Hz, Adobe: 75%",No,Wi-Fi 6(802.11ax),v5.1,"2 x USB Type-C, 1 x USB 3.0",1 x HDMI 2.0b Port,Yes,Yes,,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in array microphone,Built-in Dual Speakers,2-speaker system with Smart Amplifier Technology,No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,32 GB DDR4,1 TB,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",,,GDDR6 4 GB,,4 Cell Battery,,"62WHrs, Li-ion",,,,,,,,,,,,,,,
33,Dell,"₹1,64,990",,Core i7,12700H,Gaming,Netbook,Windows 11 (64-bit),321.5 x 262.6 x 14.4 mm,1.8 kg,1 year Warranty,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,,No,802.11ax,Yes,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i7,3 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA ,12th Gen,NVIDIA GEFORCE RTX 3060,16 GB LPDDR5,512 GB,,,,GDDR6 6 GB,,3 Cell Battery,,"Alienware Battery Defender Technology, Per-key AlienFX Lighting, Alienware Cryotech Cooling Tech, Quad Fan Design, Alienware’s HyperEfficient Voltage",,Upto 6 hours,2,,,,Micro SD,4800 MHz,,Yes,,,,,
34,Asus,"₹81,990",,Ryzen 7 ,4800H,Gaming,Netbook,Windows 11 Home (64-bit),399 x 268 x 22.1 mm,2.6 kg,1 year Onsite Warranty,LED ,No,17.3 inches,1920 x 1080 pixels,~ 127,16:9,Yes,"Full HD LED Backlit Display (250nits Brightness, NTSC: 45% Color Gamut, Value IPS-level)",No,802.11ax,v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Built-in Speaker,"2 x 2W speaker, AI mic noise-canceling DTS software",No,AMD Ryzen 7 ,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,4 Cell Battery,180W AC Adapter,90WHrs Li-ion,,,,,,,,,,,,,,,
35,Asus,"₹1,11,710",,Core i7,11800H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),359 x 256 x 24 mm,2.3 kg,1 year Onsite Warranty,LED ,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,"Full HD LED Backlit, IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB)",10/100/1000 Mbps,Wi-Fi 6 (802.11ax),v5.2,3 x USB 3.0,1 x HDMI v2.0b Port,,Yes,Yes,Yes,"RGB Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone,Built-In Dual Speakers,2 x 2W Speaker with DTS Software,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,512 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,Intel HM570,GDDR6 6 GB,Upto 32 GB,4 Cell Battery,200 W AC Adapter,"Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,,2,,,,,3200 MHz,Microsoft Office Home and Student 2019,,,,,,
36,Asus,"₹1,12,990",,Ryzen 9 ,5900HS,"Gaming, Performance",Hybrid,Windows 10 Home (64-bit),299 x 22 x 15.8 mm,1.3 kg,1 year Onsite Warranty,LED ,Yes,13.4 inches,1920 x 1200 pixels,~ 169,16:10,Yes,"WUXGA LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (120 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 72% NTSC Color Gamut, 100% sRGB, 75% Adobe, 75% DCI-P3, Pantone Validated)",No,Wi-Fi 6 (802.11ax),v5.1,"2 x USB Type-C, 1 x USB 3.0",1 x HDMI v2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-In Array Microphone (AI Noise Cancelling),Built-In Dual Speakers,"2 x 1W Speaker with Smart Amp Technology, DAC and Dolby Atmos Software",No,AMD Ryzen 9 ,"3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,32 GB LPDDR4X,1 TB,"Laptop, Power Adaptor, User Guide, GV 301 Sleeve Bag, Pen, Warranty Documents",,NA,GDDR6 4 GB,,4 Cell Battery,100W AC Adapter,"Viewing Angle (89/89/89/89), 62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",,Upto 5 hours,,,,,,4266 MHz,Microsoft Office Home and Student 2019,,,,,,
37,Asus,"₹2,34,990",,Core i9,12900H,Gaming,Netbook,Windows 11 Home (64-bit),395 x 282 x 28.3 mm,2.9 kg,1 year Onsite Warranty,IPS-level,No,17.3 inches,2560 x 1440 pixels,~ 170,,Yes,"300nits, Contras 1000:1",No,Wi-Fi 6E(802.11ax),v5.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.1 Port,,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Yes,Built-in Array Microphone,Four built-in Speakers,"AI Noise-canceling Technology, Dolby Atmos, Hi-Res certification, Smart Amp Technology",No,Intel Core i9,2.5 GHz,24,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,32 GB DDR5,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 8 GB,Upto 64 GB,4 Cell Battery,280W AC Adapter,90 WHrs Li-ion Battery,,,,,,,,,,,,,,,
38,Asus,"₹85,990",,Ryzen 7,4800H ,Gaming,Netbook,‎Windows 10 Home (64-bit),395 x 282 x 21 mm,2.4 kg,1 year Warranty,,No,17.3 inches,1920 x 1080 pixels,~ 127,,Yes,FHD 144Hz,No,Yes,Yes,4 x USB 3.0,1 x HDMI Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,AMD Ryzen 7 4800H,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA ,4th Gen,NVIDIA GeForce RTX 3050,8 GB DDR4,512 GB,"‎Laptop, Adapter, User Manual",,,GDDR6 4 GB,Upto 32 GB,4 Cell Battery,,,,,,,,,Yes,3200 MHz,,,,,,,
39,MSI,"₹1,49,990",,Core i7,11800H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),397 x 284 x 25.9 mm,2.9 kg,2 years Warranty,Full HD IPS Display,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,100% sRGB,Yes,Killer Wi-Fi 6E AX1675,v5.2,"3 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,Yes,Yes,Per key RGB steel series Keyboard,Yes,Yes,Yes,2 x 2 W Speakers,Realtek ALC 298,No,Intel Core i7,"4.6 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3070,16 GB DDR4,1 TB,"Laptop, Battery, Power Adapter, User Guide, Stealth Trooper Backpack",,,GDDR6 8 GB,,4 Cell Battery,,"SteelSeries Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB Gaming Keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb LAN",,Upto 3 hours,2,,,,,3200 MHz,"Steel Series Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB gaming keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb",,,,,,
40,MSI,"₹1,73,110",,Core i7,11800H ,Gaming,Netbook,Windows 10 (64-bit),358 x 248 x 19.8 mm,2.1 kg,1 year Warranty,,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,,,Yes,Yes,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA ,11th Gen,Nvidia GeForce RTX 3060,16 GB,1 TB,"Main Unit, Charging Cable, Charging Adapter",,,6 GB,,4 Cell Battery,,,,,,,,,Yes,,,,,,,,
41,MSI,"₹1,40,000",,Core i7,11800H ,Gaming,Netbook,Windows 10 (64-bit),358 x 267 x 23.4 mm,2.38 kg,1 year Warranty,,No,17.3 inches,1920 x 1080 pixels,~ 141,,Yes,,,Yes,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i7,"2.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",24 MB,NVIDIA ,11th Gen,NVIDIA GeForce RTX3070,16 GB,1 TB,"Main Unit, Charging Cable, Charging Adapter",,,8 GB,,4 Cell Battery,,,,,,,,,Yes,,,,,,,,
42,Asus,"₹71,546",,Core i5,11300H,Gaming,Netbook,Windows 11 Home (64-bit),317.4 x 228.5 x 19.2 mm,1.4 kg,1 year Onsite Warranty,OLED,No,14 inches,2880 x 1800 pixels,~ 243,,Yes,"600 nits Brightness, 100% DCI-P3 Color Gamut",No,Wi-Fi 6(802.11ax),v5,"2 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,harman/kardon (Mainstream),No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX GTX 1650,16 GB DDR4,512 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,120W AC Adapter,3-cell 3S1P Li-ion,,,,,,,1x Micro SD Card Reader,,Office Home and Student 2019 included,Yes,,,,,
43,Asus,"₹70,990",,Ryzen 7 ,4800HS,"Gaming, Performance",Netbook,Windows 10 Home,,,1 year Warranty,,No,14 inches,1920 x 1080 pixels,~ 157,,No,,No,Yes,Yes,"1 x USB 3.0, 2 x USB 2.0",1 x HDMI Port,,Yes,Yes,No,,,Yes,Yes,,,No,AMD Ryzen 7 ,"2.9 GHz, Dual Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX GTX1650,8 GB DDR4,512 GB,"laptop, adaptor, manual, Sleeve",,,DDR5 4 GB,,,,,,Upto 4 hours,,,,,Yes,,,,,,,,
44,Asus,"₹2,61,990",,Core i9,12900H,Gaming,Netbook,Windows 11 Home (64-bit),395 x 282 x 28 mm,2.9 kg,1 year Onsite Warranty,WQHD ,No,17.3 inches,2560 x 1440 pixels,~ 170,16: 9,Yes,"DCI-P3: 100%, Refresh Rate: 240Hz, Response Time: 3ms, IPS-level, Adaptive-Sync, Dolby Vision",No,802.11ax,Yes,4 x USB 3.0,,,Yes,Yes,No,,Yes,Yes,Yes,Dolby Atmos-powered Speakers,,No,Intel Core i9,2.5 GHz Turbo Boost Upto 5 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070 Ti,32 GB DDR5 ,2 TB,,,,GDDR6 8 GB,Upto 64 GB,4 Cell Battery,10 ,,,,2,,,,Yes,4800 MHz,,,,,,,
45,Lenovo,"₹78,990",,Ryzen 7,5800H,Gaming,Netbook,Windows 11 Home (64-bit),359.6 x 251.9 x 24.2 mm,2.25 kg,1 year Warranty,IPS Screen,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,"Full HD Anti-glare Display, 250nits Brightness, 120Hz, 45 Percent NTSC, DC Dimmer",,IEEE 802.11a/b/g/n/ac,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,,Yes,Yes,Yes,Stereo Speakers,High Definition Nahimic Audio,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,16 GB DDR4,512 GB,,,,GDDR6 4 GB,,,Slim Tip 3-pin Power Adapter,,,Upto 4 hours,2,,,,Yes,3200 MHz,,,,,,,
46,Acer,"₹1,69,990",,Core i9,11900,Gaming,Netbook,Windows 11 Home (64-bit),363 x 255 x 22.9 mm,2.3 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"300 nits Brightness, Acer ComfyView LED-backlit TFT LCD, supporting 300 Hz, 2 ms Overdrive, 100% sRGB",Killer Ethernet E2600,"Killer Wi-Fi 6 AX 1650i, 802.11 a/b/g/n+acR2",v5.1,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Touchpad with Multi-touch Gesture Support,Built-in Dual Microphone,Built-in Dual Speakers,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Immersive audio rendering over headphones and internal speakers | Acer Purified.Voice technology with dual built-in microphones. Features include far-field pickup, keystroke suppression, adaptive beam forming, and pre-defined personal and conference call modes. | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",No,Intel Core i9,"2.5 GHz, Octa Core",16,NVIDIA,11th Gen,NVIDIA GeForce RTX RTX 3070,32 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",Kensington Lock Slot,,GDDR6 8 GB,,4 Cell Battery,,59 Wh 4-cell Li-ion�battery,,,2,,,,,,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",,,,,,
47,MSI,"₹4,29,990",,Core i9,12900HK,Gaming,Netbook,Windows 11 Home (64-bit),397 x 284 x 25.9 mm,2.9 kg,2 years Warranty,QHD,No,17.3 inches,3840 x 2160 pixels,~ 255,,Yes,240Hz DCI-P3 100% typical,Yes,Intel Killer Wi-Fi 6E AX1675(i),v5.2,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Per key RGB steel series,Yes,Yes,Yes,Built it Dual Speakers,Realtek ALC 298,No,Intel Core i9,3 GHz,,NVIDIA,12th Gen,NVIDIA GeForce RTX RTX 3080 Ti,32 GB DDR5,2 TB,"Laptop, battery, power adapter, user guide, Laptop Bag",,,GDDR6 16 GB,,4 Cell Battery,330W Adapter,,,,,,,,1x SD Express,,,,,,,,
48,Asus,"₹1,49,990",,Core i9,11900H,Gaming,Netbook,Windows 10 (64-bit),359 x 256 x 22.8 mm,2.3 kg,1 year Onsite Warranty,Full HD ,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,"300nits, NTSC 72.00% display",10/100/1000 Mbps,Wi-Fi 6(802.11ax),v5.2,3 x USB 3.0,1 x HDMI 2.0b Port,,Yes,Yes,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in Array Microphone,Built-in Dual Speakers,,No,Intel Core i9,"2.5 GHz, Octa Core Turbo Boost Upto 4.9 GHz",24 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3060,16 GB DDR4,1 TB,"Laptop, battery, adapter, cables and user manuals",,,GDDR6 6 GB,,4 Cell Battery,,,,Upto 5 hours,2,,,,,,Office Home and Student 2019,,,,,,
49,Asus,"₹1,35,990",,Ryzen 9 ,5900HX,Gaming,Netbook,Windows 10 Home (64-bit),354 x 259 x 22.6 mm,2.3 kg,1 year Onsite Warranty,WQHD ,No,15.6 inches,2560 x 1440 pixels,~ 188,,Yes,"Refresh Rate165Hz, Response Time 3ms, View angle 170, IPS-level, 300nits",10/100/1000 Mbps,Wi-Fi 6(802.11ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit Chiclet Keyboard Per-Key RGB, Yes",Yes,Yes,Built-in array microphones,Built-in Dual Speakers,2x 4W speaker with Smart Amp Technology,No,AMD Ryzen 9 ,"3.3 GHz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3060,8 GB DDR4,1 TB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 6 GB,,4 Cell Battery,240W AC Adapter,,,,,,,,Yes,,Office Home and Student 2019,,,,,,
50,Asus,"₹68,990",,Core i7,10870H,Gaming,Netbook,Windows 10 Home (64-bit),359 x 248 x 21.9 mm,2.14 kg,1 year Onsite Warranty,Full HD LED Backlit Display,No,15.6 inches,1920 x 1080 pixels,~ 141,16:9,Yes,"250nits Brightness, NTSC: 45% Color Gamut, 80% Screen-to-body Ratio, IPS Level Panel",No,802.11ax,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Yes,Built-in Speaker,Harman/Kardon Built In Speaker,No,Intel Core i7,"2.2 GHz, Octa Core Turbo Boost Upto 5 GHz",16 MB,NVIDIA,10th Gen,NVIDIA GeForce GTX 1650,16 GB DDR4,256 GB,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,150W AC Adapter,42WHr Li-ion Battery,,,,1 TB,,,,,,,,,,,
51,Dell,"₹74,990",,Core i5,10300H,"Everyday Use, Gaming, Business, Performance",Netbook,Windows 10 (64-bit),370 x 240 x 1.7 mm,1.8 kg,1 year Warranty,LED ,No,15.6 inches,1080 pixel,,,Yes,Wide Viewing Angle Display,No,Yes,Yes,2 x USB 3.0,1 x HDMI Port,Yes,Yes,Yes,Yes,"English International with Numeric Keypad - Silver, Yes",Yes,Yes,Yes,Inbuilt,,No,Intel Core i5,"2.5 GHz, Quad Core Turbo Boost Upto 4.5 GHz",8 MB,NVIDIA,10th Gen,NVIDIA GeForce 1650 Ti ,8 GB DDR4,512 GB,"Laptop, Power Adaptor",,Intel,GDDR6 4 GB,,3 Cell Battery,,,,Upto 6 hours,,,,,Yes,2933 MHz,Windows 10 (Free Upgrade Win 11),,,,,,
52,Asus,"₹1,49,990",,Core i7,11370H ,Gaming,Netbook,Windows 10 Home (64-bit),360 x 252 x 20 mm,2 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,,Yes,FHD 240Hz Display,No,Yes,Yes,"1 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Backlit Chiclet Keyboard,Yes,Yes,Yes,Built-in Speakers,,No,Intel Core i7,"3.3 GHz, Quad Core Turbo Boost Upto 4.8 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3070,16 GB,1 TB,"Main Unit, Charging Cable, Charging Adapter",,,8 GB,,,,,,,,,,,Yes,,,,,,,,
53,Asus,"₹1,36,990",,Ryzen 9 ,5900HX,Gaming,Netbook,"Windows 10 Home, Windows 10 Home (64-bit)",360.5 x 259 x 18.9 mm,1.95 kg,1 year Onsite Warranty,OLED,No,16 inches,3840 x 2400 pixels,~ 283,,Yes,"4K (550 nits Brightness, 100% DCI-P3 Color Gamut)",No,Wi-Fi 6(802.11ax),v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,No,Yes,Built-in Speaker,harman/kardon (Mainstream),No,AMD Ryzen 9 ,"4.6 Hz, Octa Core Turbo Boost Upto 4.6 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX RTX 3050 Ti,16 GB DDR4,1 TB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,6 Cell Battery,120W AC Adapter,6-cell 3S2P Li-ion,,,,,,,1x Micro SD Card Reader,,Office Home and Student 2019 included,,,,,,
54,Asus,"₹79,900",,Core i5,11300H,Gaming,Netbook,Windows 10 Home (64-bit),317.4 x 228.5 x 19.2 mm,1.4 kg,1 year Onsite Warranty,OLED,No,14 inches,2880 x 1800 pixels,~ 243,,Yes,"600 nits Brightness, 100% DCI-P3 Color Gamut",No,Wi-Fi 6(802.11ax),v5,"2 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,"Backlit Chiclet Keyboard, Yes",Yes,Yes,Built-in Array Microphone,Built-in Speaker,harman/kardon (Mainstream),No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX GTX 1650,16 GB DDR4,512 GB,"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",,,GDDR6 4 GB,,3 Cell Battery,120W AC Adapter,3-cell 3S1P Li-ion,,,,,,,1x Micro SD Card Reader,,Office Home and Student 2019 included,Yes,,,,,
